RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28
394982,22,"Pittsburgh, PA",Msa,PA,11665.0,10343.0,10147.0,10025.0,10809.0,11443.0,11864.0,12371.0,12355.0,12086.0,11490.0,11558.0,10599.0,9362.0,9372.0,9123.0,9846.0,10364.0,10778.0,11030.0,10591.0,10543.0,10592.0,10577.0,9640.0,8536.0,8717.0,8516.0,8163.0,6740.0,8854.0,9265.0,8986.0,8626.0,8714.0,8108.0,6962.0,5796.0,5891.0,4971.0
394998,23,"Portland, OR",Msa,OR,8836.0,7039.0,7113.0,6845.0,7932.0,9428.0,10641.0,11677.0,12233.0,12441.0,12314.0,11855.0,10507.0,8826.0,8938.0,8553.0,9753.0,10648.0,12142.0,12740.0,12911.0,12767.0,12317.0,11415.0,9818.0,7938.0,8032.0,8020.0,9245.0,9016.0,10183.0,10108.0,10378.0,10135.0,9115.0,9253.0,7312.0,5740.0,6118.0,5361.0
394458,24,"Charlotte, NC",Msa,NC,11034.0,9575.0,9900.0,10480.0,12541.0,12602.0,13228.0,13668.0,13914.0,13837.0,12809.0,13087.0,12096.0,10431.0,11263.0,11509.0,13661.0,13540.0,14597.0,15049.0,15375.0,14818.0,14464.0,14711.0,12677.0,10889.0,11718.0,11353.0,12481.0,11559.0,12565.0,11297.0,10838.0,10401.0,9973.0,10342.0,8820.0,7533.0,7489.0,6437.0
395045,25,"Sacramento, CA",Msa,CA,6624.0,5280.0,5326.0,5587.0,6581.0,7366.0,8413.0,8877.0,9066.0,9560.0,9243.0,9142.0,8079.0,6586.0,6509.0,6331.0,6889.0,7810.0,8756.0,9170.0,9375.0,9533.0,9051.0,8510.0,7204.0,5689.0,5840.0,6172.0,6559.0,6437.0,7472.0,7528.0,7121.0,6798.0,6589.0,6744.0,5398.0,4205.0,3890.0,3764.0
395055,26,"San Antonio, TX",Msa,TX,12164.0,10776.0,11022.0,11745.0,12817.0,13532.0,13878.0,14185.0,14585.0,14602.0,13541.0,13446.0,13201.0,12221.0,12693.0,12939.0,14311.0,14935.0,15443.0,16696.0,17147.0,16805.0,16205.0,16177.0,15193.0,14422.0,14582.0,14900.0,15448.0,14692.0,15741.0,15481.0,14664.0,13927.0,13154.0,13199.0,11561.0,10456.0,"",""
394943,27,"Orlando, FL",Msa,FL,12531.0,11581.0,12630.0,12561.0,13380.0,13982.0,13982.0,13881.0,14074.0,14208.0,14031.0,14408.0,13875.0,13109.0,14154.0,14246.0,14851.0,14668.0,14733.0,15345.0,15139.0,14506.0,14094.0,14541.0,13647.0,12638.0,13279.0,13293.0,13451.0,12541.0,13768.0,13776.0,13532.0,13178.0,12744.0,13229.0,11905.0,11028.0,"",""
394466,28,"Cincinnati, OH",Msa,OH,8849.0,7732.0,7637.0,7692.0,8373.0,8865.0,9824.0,9899.0,10425.0,10502.0,10138.0,10220.0,9439.0,8095.0,8120.0,7911.0,8472.0,9049.0,9438.0,9855.0,9888.0,9814.0,9688.0,9451.0,8478.0,7214.0,7403.0,7045.0,7364.0,7051.0,7682.0,7611.0,7506.0,7346.0,7071.0,7043.0,6097.0,5273.0,5485.0,4320.0
394475,29,"Cleveland, OH",Msa,OH,13159.0,11521.0,11350.0,11231.0,12501.0,13537.0,14241.0,14702.0,15202.0,14815.0,14340.0,14042.0,12889.0,11301.0,10877.0,11015.0,12232.0,13108.0,14108.0,14641.0,14859.0,14693.0,14279.0,13951.0,12516.0,11096.0,10278.0,10001.0,10685.0,9474.0,10014.0,10463.0,10576.0,10591.0,10336.0,9802.0,8605.0,7241.0,7160.0,4460.0
394735,30,"Kansas City, MO",Msa,MO,10052.0,8935.0,8606.0,8698.0,10092.0,10993.0,12062.0,13145.0,12441.0,12500.0,11997.0,10605.0,9743.0,8527.0,8628.0,8371.0,9221.0,10127.0,10401.0,10497.0,10722.0,10589.0,10338.0,10339.0,9216.0,7755.0,7611.0,7577.0,7996.0,7576.0,8209.0,7919.0,7796.0,7473.0,7208.0,7670.0,6440.0,5501.0,5581.0,4424.0
394775,31,"Las Vegas, NV",Msa,NV,12568.0,11341.0,11482.0,12057.0,12949.0,13150.0,9797.0,9986.0,13362.0,11138.0,11910.0,12225.0,12100.0,11423.0,12698.0,13020.0,14070.0,14196.0,14842.0,14998.0,14886.0,14718.0,14275.0,14065.0,12870.0,11488.0,11555.0,10929.0,11301.0,11117.0,12165.0,12145.0,11990.0,12194.0,12114.0,12192.0,10886.0,9785.0,9105.0,8105.0
